word,translation,confusion,frequency,example
धर्मावाली,Dharmavali,,1,धर्मावाली गली
धर्मलोक,Dharmlok,,2,धर्मलोक कालौनी
धर्मपुरा,Dharmpura,,1,धर्मपुरा
धर्मशाला,Dharmshala,,6,"अग्रवाल धर्मशाला,वर्मा कॉलोनी"
धर्मसींगा,Dharmsinga,,1,धर्मसींगा
धाट,Dhat,,3,कचहरी धाट
धटिया,Dhatiya,,2,धटिया आजम खां
धौबियान,Dhaubiyan,,1,धौबियान
धौलपुर,Dhaukpur,,2,धौलपुर हाउस
धौली,Dhauli,,2,धौली पाऊ
धाैलपुर,Dhaulpur,,1,धाैलपुर हाउस
धौरेरा,Dhaurera,,3,धौरेरा खादर
धौर्रा,Dhaurra,,1,धौर्रा
धायपुरा,Dhaypura,,1,धायपुरा
धीमर,Dheemar,,1,"ओवा खादर, धीमरी बांगर"
धीमरपाडा,Dheemarpada,,1,धीमरपाडा
धीमरान,Dheemran,,1,"देवरी पोठा,धीमरान मुहल्ला"
धीर,Dheer ,,2,धीर नगर
धेर,Dher,,2,नया धेर
धेरा,Dhera,,1,रानी वाला धेरा
धिगरौली,Dhigrauli,,2,धिगरौली अहत्माली
धीमरी,Dhimari,,12,"ओवा खादर, धीमरी बांगर"
धिमिश्री,Dhimishri,,3,धिमिश्री
धोबई,Dhobaee,y,1,धोबई
धोबी,Dhobi,,3,धोबीगली
धोबीगली,Dhobigali,,1,धोबीगली
धोली,Dholi,,2,धोली प्याऊ मोड से रेलवे क्रॉसिंग तक
ढोलीखार,Dholikhar,,1,ढोलीखार
धौरैरा,Dhoraira,,2,धौरैरा खादर
धौरऊ,Dhorau,y,3,धौरऊ
धोरेरा,Dhorera,,1,धोरेरा खादर
धोटू,Dhotu,,1,धोटू की गली और रेलवे लाइन एरिया
धोवी,Dhovi,,1,धोवी गली
धु्‌व,Dhruv,,1,धु्‌व घाट
ध्रुव,Dhruv ,,2,ध्रुव नगर एक्सटेंशन
धूलिया,Dhuliya,,2,धूलिया गंज
धुव,Dhuv,,1,धुव घाट
दि,Di,,1,अटल्ला चुंगी से पागल बाबा मंदिर तक
डायमण्ड,Diamond ,,2,डायमण्ड सिटी
डायमण्डी,Diamondy,y,1,डायमण्डी सिटी
डीग,Dig,,11,अडीग
डीगगेट,Dig gate,,1,डीगगेट
दिगम्बर,Digambar,,2,खजान दिगम्बर वाली गली
दिगरौता,Digrauta,,12,"गोरऊ, गोरऊ, दिगरौता"
दीक्षा,Diksha,,5,दीक्षा के सी आर
दीक्षित,Dikshit ,,1,दीक्षित कालोनी
दिलू,Dilu,,1,आ.का. दिलूपट्टी
दिलूपट्टी,Dilupatti,,4,आ.का. दिलूपट्टी
डीम⁄अंगूरी,Dim/Anguri,,1,अंगूरी डीम⁄अंगूरी विला
दिनेश,Dinesh ,,2,दिनेश नगर
दिगनेर,Dinger,,3,दिगनेर
दिपिका,Dipika,,1,दिपिका विहार
डिरावली,Diravali,,3,डिरावली
दिशा,Disha,,2,दिशा स्टेट
डिठवार,Dithvar,,8,"अ़़टूस, डिठवार"
दितिय,Ditiy,,7,कल्यान सागर दितिय
दिवा,Diva,,2,दिवा
डियोढी,Diyodhi,,2,बेगम डियोढी
दियोनारी,Diyonari,,10,दियोनारी
ज्ञान,Dnyan,y,8,आईकॉन वाटिका ⁄ विज्ञान विहार
ज्ञानदीप,Dnyandeep,y,2,गोर्वधन चौराह से ज्ञानदीप स्कूल तक
दो,Do,,8,"अभुआपुराT.Aअंदर, अभैदोपुरा, बरौली, मोरी"
दोदापुरा,dodapura,,3,दोदापुरा
दोलतपुर,Dolatpur,,1,दोलतपुर मथुरा
दोनेरिया,Doneriya,,1,दोनेरिया अपार्टमेंट
दोनो,Dono,,4,बठैन गेट से राजवाहा तक(दोनो ओर सडक पर)
दाेनो,Dono,,1,चेतराम बरसाना वाली गली के दाेनो साइड
दूरभाष,Doorbhash,,2,दूरभाष केन्द्र से बहटा तिराहे तक
द्रारा,Drara,,1,ठाकुर द्रारा
ड्रीम,Dream,,1,ड्रीम सिटी
ड्रीम्स,Dreams,,5,ड्रीम्स गार्डन
दुबे,Dube,,1,दुबे बिहार
दूकान,Dukan,,1,बठैनगेट के उत्तरी भाग से छिददी की दूकान के सामने का एरिया
दुक,Dul,,1,बठैन गेट के उत्तरी भाग से छिददी की दुक ान के सामने क ा एरिया
दुल्हारा,Dulhara,,6,"औलेन्डा, दुल्हारा"
दूल्हे,Dulhe,,17,"घुसियाना, नगला दूल्हे खॉ"
दूल्हेखां,Dulhekha,y,1,नगला दूल्हेखां
दुनैटिया,Dunaitiya,,4,दुनैटिया
डूंगर,Dungar,,1,डूंगरवाला
डूँगरा,Dungara,,8,पाली डूँगरा
डूँगरवाला,Dungarvala,,9,"कुकण्डई, नगला साँथल, डूँगरवाला"
डूंगरवाला,Dungarvala,,1,डूंगरवाला
डूंगरा,Dungra,,1,पाली डूंगरा
दूरा,Dura,,11,"टीकरी, दूरा, वाजीदपुर, वैमन"
दुर्गा,Durga,,11,दुर्गा इन्कलेव
दुर्गाचन्द,Durga chand,,2,दुर्गाचन्द गली
दुर्गापुरी,Durga puri,,2,दुर्गापुरी
दुर्गापुरम,Durgapuram,,4,दुर्गापुरम
दुर्गेश,Durgesh,,4,दुर्गेश नगर
दुर्गेशपुरी,Durgeshpuri,,1,दुर्गेशपुरी
दुर्गो,durgo,,3,दुर्गो एन्कलेव
दुसायत,Dusayaat,,2,दुसायत का अंश
दुष्यन्त,Dushyant ,,1,दुष्यन्त नगर
द्वितीय,Dvitiya,,31,कावेरी बिहार द्वितीय
द्वार,Dwar,,1,आर०एस०एच० इन्फ् हाइटस द्वारिका सिंटी
द्वार⁄भरतमिलाप,Dwar/Bharatmilap,,1,खरौट द्वार⁄भरतमिलाप चाैक
द्वारा,Dwara,,2,गुरूद्वारा गली पुलिस चौकी पीछे क ा क्षेत्र
द्वारिक,Dwarik,,1,आर०एस०एच० इन्फ् हाइटस द्वारिका सिंटी
द्वारिका,Dwarika,,19,आर०एस०एच० इन्फ् हाइटस द्वारिका सिंटी
द्वारिकाधीश,Dwarikadhish ,,1,द्वारिकाधीश टाउन
द्धारिकाधीशधाम,Dwarikadhishdham,,1,द्धारिकाधीशधाम
द्वारिकेश,Dwarikesh,,1,द्वारिकेश कॉलोनी
द्वारकेश,Dwarkesh,,1,द्वारकेश कालौनी
ज्ञानगुदडी,Dyangudadi,y,1,ज्ञानगुदडी
ई‚,E,y,1,गोविन्द नगर ई‚ एफ
ई,E,,14,अई
इ,E,,1,"अचरू लधौरा, अचरू लधौरा, इटौली, भैंसारा"
ईस्ट,East,,3,प्रताप नगर ईस्ट
र्इस्ट,East,,1,प्रताप नगर र्इस्ट
इको,Echo,y,2,इकोन ग्रीन
ईको,Echo,,1,नालन्दा ईको सिटी
एहत्माली,Ehtmali,,2,गिजौली एहत्माली
एक,Ek,,4,अदन बाग एक्सटेन्सन
एकता,Ekta ,,2,एकता स्टेट एक्सटेंशन
एलोरा,Elora,y,3,एलोरा
एमनपुरा,Emanpura,,1,एमनपुरा
एन्कलेव/,Emclave/,,1,कृष्णा एन्कलेव/ कृष्णा टावर
